web-scraper-order,url,url-href,title,content,up_button,down_button,rating
1702129482-11,新闻女王,https://movie.douban.com/review/15578003/,新闻女王,新闻女王确实是最近几年港剧巅峰，佘诗曼演技太好了，感觉她一个人撑下来了，眼神都是戏，马国明老了很多，皱纹很明显，但是演技也不错，上一次见高海宁还是看三十而已，她长的确实很港女，一出来气质就不一样，感觉她是不是长胖了，或者说是丰满了，感觉现在脸上肉肉的，胸和屁股比较丰满，港姐演的我有点无语，又气又恨就是不怎么爱,0,0,
1702129494-12,TVB 真的没有好剧了嘛,https://movie.douban.com/review/15579821/,TVB 真的没有好剧了嘛,十多年前，看 TVB 的金枝欲孽，相当的惊艳和震撼，十多年后，新闻女王里还是金枝欲孽里这些老梗，那些套路反观这十几年内地的国产剧已经有非常多的经典作品，之前觉得看 TVB 剧时尚，现在看 TVB 剧，觉得太不接地气00 后都来重整职场了，TVB 里居然还在 PUA为什么 TVB 已经这么脱离观众需求了，而不如一些国产剧优质细腻有能力的编剧，导演，演员都来 TVB 了嘛？这部剧，也就是用一些老演员打打情怀牌了,0,0,
1702129506-13,十年来最好的港剧——18，19 两集是败笔，后面还是很精彩,https://movie.douban.com/review/15579898/,十年来最好的港剧——18，19 两集是败笔，后面还是很精彩,"官方剧照佘诗曼演 Man 姐，自信大方、有心机有原则，职场输赢起落都有齐，纵然不再是当年满满胶原蛋白的脸，依然担得起 TVB 当家花旦有余，今时今日的 TVB，年轻的漂亮脸蛋不少，就是没一个称得上花旦。官方剧照马国明演的 George，是一个不够 Man 姐斗的后生，不得不说，编剧这个设定和选角还是很精准的，马国明把不够 band 这个角色演得很到位。官方剧照李施嬅演张家妍，是本剧最正直无畏的角色，是本剧也是人世间最后的清流了。看到她跟 man 对峙的 3s，寥寥数语，韧中见钢、猛而不莽，你就知道她为什么能在权斗漩涡中片叶不沾身，她能够屹立不倒，不是因为任何人怕她，而是因为她不怕任何人。官方剧照台庆剧的阵容向来强大，但是今年的剧本竟然也不瞎，这对于穷途末路了好几年的 TVB 来说，实属不易呵！官方剧照套用剧中的一句台词“肯定是十年来最爆的新闻”——本剧肯定是十年来最好的港剧。::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::张家妍本是人间最后的清流
最后却是最失败的人物设计
所有人都不相信
真的存在有原则的人
观众评论骂声一片
所有人都希望
最初的张家妍活下去
所以不得不有 18、19 两集败笔
...
信息爆炸，人文衰落
今时今日，
还能有这个质素的港剧
算是不错了大结局",2,0,5
1702129518-14,港片没落,https://movie.douban.com/review/15581175/,港片没落,简单说一点点。首先整个剧的场面调度犹如儿戏，群演更是小气吧啦。小气是因为那是香港，可以理解；但是再场面调度上，尤其一开始翻车那段戏，尬的我扣脚趾头，说明港片的基本功彻底不要了。 不过还好，我说的缺点都是小的分数项，大的分数就是他是很合格的职场剧，里面的主要演员演技都拉满了，我觉得 9 分一点没给多。但是现在豆瓣才 8.2，我觉得会是一个先抑后扬再抑的过程，最终评分会落在 8 分左右。因为我已经感觉到这个权斗戏要放飞自我了，最后也会大面积的人洗白，这回到了老港剧的路子上，都是玩腻了的东西，如果过于放飞，会很影响整部剧的质感。目前我给 9 分，但我后续还有那么多集，现在的苗头让我觉得会有大量的减分项出现，最集中的就是放飞的权斗。,0,0,
1702129530-15,新闻女王这才是真正的职场剧,https://movie.douban.com/review/15582670/,新闻女王这才是真正的职场剧,"不得不佩服佘诗曼挑剧本的眼光，《新闻女王》前面几集高能场面一个接着一个，每个人都是一心搞事业，而不是像当下的很多剧，不管讲什么，都离不开谈恋爱 .···
印象最深刻的一场戏，就是 Man 姐去现场报道火灾，散发出来的气场十足，仿佛真的是看到了一线新闻人的独特魅力，那一刻，她就是当之无愧的女王 !剧情真的把当今新闻，营销，舆论各种牵扯的问题刻画的超级好 !
里面提及到严肃的新闻大家不爱看，娱乐至死的年代，大家好像更爱看 juice，富有话题性的东西，同时揭露了一个很残忍的真相，你看到的都是别人想给你看到的。
这样子跟我们现在网络现状很像，营销媒体缺乏证据立场，罔顾真相抢热点，而我们自身就缺乏思考跟随大众舆论随波追流，残酷不堪但真的很真实 !",2,0,4
1702129543-16,挺精彩的，但是又有点不太好看 ...,https://movie.douban.com/review/15582782/,挺精彩的，但是又有点不太好看 ...,前四集看完，实际观影下来感觉 7.0-7.9 最适合，把宫斗套路搬到职场剧里，经典双方对立，人物脸谱，伏笔反转（如果观影时你不会较真，那这部剧完全可以达到 8.0-8.5）。蓝方各种用损招，道德底线相当弹性，赢了就上嘴脸，上蹿下跳，你快输啦；红方也有弹性的道德底线，但弹得不多，步步为营，虽然偶有失误，但也算稳扎稳打（其实两边也不是非要分个好坏，因为他们都用的苹果机［bushi］，反倒是为了坚持正义的家妍在 SNK 里显得像个铁憨憨）反正就是两边要一直有矛盾，一直在撕逼，没有内斗的话 SNK 的黄金时段就要放雪花了。大胆假设一下后面的剧情，主线就是蓝方成功把持权力以后，错误频发，漏洞百出，双方针锋相对，矛盾激化，红方成功抓住每一次机会，最后给予蓝方致命一击，成功扳倒大 BOSS，期间的支线就是各种折磨新人，红、蓝方成员相互反水，关键时刻绝地嘴炮，扭转乾坤，其实这样一想这部剧也算是要素齐全。最后想说一个应该 ... 大概率 ...emm... 会吵起来的内容，剧中的部分男角色都让人非常不舒服，不管是有钱有势（仁心慈善会的小刘先生）或者是阴阳怪气（新人入职时出场的马摄影师），还是懦弱骑墙（SNK 内的高管飞爷），都是一副智商下线，非常讨嫌的样子，我这里就大胆改写一下飞爷的角色作用吧，飞爷这个角色完全可以写成制衡双方，引导局势发展，红蓝方边撕得越大，使得劲儿也就越大，SNK 的发展也就越蒸蒸日上（来点狼性文化，血流成河桀桀桀），这样应该会更加精彩，但剧里直接给干成骑墙派惹，他才是真正的三姓家奴吧 ... 佐治又太强势了，最后输的一定很难看 ... 但这部剧名字是《新闻女王》，所以嘛，这些也不算是问题。最后嘛，因为剧情安排确实是精彩，国内也鲜有精彩的新闻主播类剧集，所以我还是非常推荐大家观看的！未来一个星期下饭就看这部啦（不分国语粤语！不分国语粤语！不分国语粤语！不要吵架！两版语言我都对比过了，都很好看！）ps: 如有问题可以在评论区友善留言，有错欢迎指出，千万不要压力我口牙！我的斗志和耐心可以说是十分脆弱，大家的压力我怕是拾掇不下 ...,0,0,2
1702129556-17,个人意见，恶心女主,https://movie.douban.com/review/15584767/,个人意见，恶心女主,一、火场专题，家研提醒要报事实，文姐配乐加眼神以为要按事实报道了，结果又是报喜不报忧，消防问题被压下；二、贼王案，为素材害死多名警察，绝口不提，要做主播是为了自己和男友的牺牲；三、标题新闻女王，在 SNK 这里天天玩权斗，女王女神要新闻真实有特色，不应该改变行业环境，继续舔太太和飞爷，或者换个干净的新闻媒体吗？配不上新闻女王，只是心机打工人罢了。,2,0,2
1702129571-18,节奏快，角色饱满，氛围激烈,https://movie.douban.com/review/15585694/,节奏快，角色饱满，氛围激烈,"按照我的目前看来，很赞，当然与现在的电视剧相比啦，之前的港剧太好看啦。
1. 节奏很快，一集接一集，保证让你看下去，连环扣，短短几集，主角从升职不成，离职，再回来。
2. 演技很到位，气场很足，眼神很犀利，闪电带火花，看得出来，双方要打起来的程度，看得我一边鼓掌👏😂
3. 台词很好，总有几句台词，激动人心，特别是对新闻的理解。看网络新闻会问真假，看有公信力的新闻不会问，这就是新闻的重要性。还有一个，和娱乐新闻来说，新闻很无聊，但是新闻是一定要知道的。每集开头经典语录很好。
特别是记者跑得比警察快，还有人质疑，导演也出来回答这个问题，我去查了一下。看其他网友的回复，以及解说，香港的记者好厉害，为了新闻简直上山下海，跨栏，快跑，不得不说好体能，也好奇他们一个独家可以有多少钱。
4. 最重要是各个角色，有努力干活的，有不干活的。那个飞爷很典型，抢功劳第一名，但是又不是废物的总监，他还挺会观察局势的，但没有什么解决能力。还是得靠文姐去解决，文姐虽然狠，但也有自己的底线。不同角色都要自己的特点，也有摆烂的员工，“怎么可能便宜公司呢”，参与不进去啊，他们斗得这么厉害，还是安心当个小员工吧。
5. 最重要一点，不会气到，也不会被乱七八糟的的东西气到。剧里面的人反应也很现实，该骂人也会骂人，不会因为是主角就改变该有反应。特别是一集，那个刘艳当主播，遇到刁难，直接把头发剪了，回来大家很惊讶，那场面有点像主角光坏打脸环节，然后下一秒，总监就批评了。一个节目，中间休息，竟然把头发剪了，显得很不专业，罚她去写检讨。就很正常的反应，就喜欢这种正常的反应。",0,0,5
1702129583-19,当我看了 13 集的《新闻女王》我决定弃剧了,https://movie.douban.com/review/15585834/,当我看了 13 集的《新闻女王》我决定弃剧了,"一句话总结：为了反转而反转的剧本！首先，乔治，man, 张家妍的三方直播，出发点就是澄清事实，明明是张家妍自己提的开直播意见，结果全程没有正面回答问题！真是很无语。反倒乔治说的都是大实话，man 也是实事求是说自己的观点。其次，方太太一直在控场，不想一家独大，不懂她的逻辑在哪。因为已经精神控制了直接下属飞爷，为什么还要控制飞爷的下属，也就是乔治，man, 张家妍三位主播。get 不到这种“越级”PUA 的出发点。方太太到底追求的是当职场老师？还是利益最大化？利益最大化无非就是多培养人就行，无限多，不一定三个，可以三个 plus,plus++…最后，就是乔治，man, 张家妍，加上飞爷，他们几个人的目标到底是什么？乔治搞商务，报复 man, 最终只是想赶走 man? 有什么深仇大恨，难道只是为了争一口气？为了代替飞爷？…man 呢？她有自己的逻辑，讲事实，做新闻，只不过与乔治的方式方法不同，但终究是有收视率，用实力碾压。然后呢？最终是要赶走飞爷？甚至是替代方太太吗？…家妍呢？本着做好新闻出发，自己有专题，不是蛮符合她的定位么？！然后呢？现在加入方太太“麻将局”是要整顿职场？把她认为的不配做新闻的人赶出公司？…飞爷呢？就是喝奶茶，维稳？不让一家独大取代他？他经常给乔治指路，难道不怕“教会徒弟，饿死师傅”？还是乔治有什么把柄在他手上…都 13 集了，以上内容真心 get 不到，为了反转而反转的剧本！",2,0,
1702129595-20,《新闻女王》权力斗争的 A B 面,https://movie.douban.com/review/15586724/,《新闻女王》权力斗争的 A B 面,新闻女王应该是近 10 年第一部看的 TVB 剧了，被各种网络片段种草、顺利收割，看完前 12 集后给 4.5 分。不同于经典权斗剧里，对话充满朦胧暧昧的深意，这部剧里的对白简单只给，我能给什么、要什么、不要什么，老板公开逃避责任、抢夺果实，把职场表面的遮羞布全部扯掉，那些无法想象狗咬人的人，第一集就下线了。01 权斗的 A 面：老板需要制造内部竞争在商业环境中，竞争是激发企业活力的最佳方式，外部竞争如此，内部竞争更加如是。剧中所谓的权斗，无非是老板主动制造的内部竞争。竞争的目标果实（职位 title、新闻资源）、裁判准绳（谁赢谁输）都牢牢掌握在自己手里，是维持公司控制的有效方式。对老板来说，始终希望选择很多，更多人选、更多方案，而竞争会显著提升选项的质量。因为要在斗争中向方太体现个人价值，梁景仁拼命喝酒应酬、拉回大量赞助，文慧心主导一场现象级的火灾现场新闻直播。因为派系老大的斗争，整个公司几乎所有人员的能动性都调动起来。而这一切，都服务于方太的价值取向，该往东还是往西。另外，内部竞争也会让真正强大的领袖脱颖而出，不够强大的人逐渐淘汰。张研心说权斗很没意思，只想做新闻专题，作为中层这没问题。可是，如果要带领整个 SNK 在市场中前进，处理好和新闻署、消防部门、广告赞助、股东董事的关系尤为重要，否则就会出现剧中处处被刁难受阻的情况。最后，谁能从竞争中脱颖而出，还取决于外部竞争环境。这部剧较少谈到外部的企业间竞争，唯有一次是文慧心计划跳槽到竞对公司，被方太以副总监职位拦下。如果外部竞争激烈，企业生死存亡受撼动，那有能之人位居高位；如果外部风平浪静，温饱无忧，那文慧心未必有优势。当然，无论何时，服从方太的指示，都是最基本的前提。02 权斗的 B 面：得到了什么，又失去了什么在公司里，文慧心和梁景仁斗得嚣张跋扈，可是，夜晚客厅的沙发、玻璃瓶里的许愿条才是梁景仁心底放松的地方，而对文慧心来说，前男友的修车店，也是她修复内心说真话做自己的唯一港湾。不由得在想，斗来斗去，到头来是得到什么，又要付出什么代价呢？对现代人来说，得到什么，往往清晰可得，而损失代价，常常隐蔽含蓄。每个年轻主播都梦想成为前辈那样，要么专业老道要么权力在握，这种“得到”是如此具体形象，路径清晰，仿佛沿着她的路，就志在必得。但是，那些前辈背后的代价，却只有他们自己知道。而且，想要什么，特别容易被社会公共价值操纵，但失去的代价，却是非常个人感受的事情。当周围都羡慕权力、渴望金钱、炫耀面子，会让人觉得，你也“应该需要（need）”这个。一样东西，被越多人共识，人们就越需要。即使你不是真的 want，但别人的羡慕已经让你神魂颠倒。而代价，却是非常私人化的，文慧心、梁景仁自己深夜舔伤口时，各有各的痛。8 集之前的张研心其实是最强大的，因为她想要的东西，无法被权力操控。人人垂涎的晚间新闻机会，她并且太大兴趣，而其他女主播被这个钩子弄得团团转。人最强大的，莫过于所求、所惧不掌握在别人手上。直到后来，张研心开始在乎新闻专题资源保障、徒弟能否留下，以及对情感往事被拿来斗争的愤怒，她便已经入局，玩这个方太制定的游戏，争一个高下，付出对应的代价。不知道，张研心自己还是否记得，在当初分手的雨夜里，对着录音笔反复说着，“张研心，从今天开始，你要爱自己，爱自己，爱自己 ...”。真正爱自己，就是问问自己，「你」想要什么，而不是大家都在要什么。「你」在隐隐作痛什么，是不是值得。要我说，真正爱自己，就舍不得轻易把我放在别人的游戏折腾，而是在自己的游戏里玩得尽兴。,1,0,5
