comments,ratings
前面几集太好看了，中间感觉为了斗而斗,4
一口气看了12集真的很上头！每个角色的线都塑造得很不错啊，不是那种工具人，群像搞得真的好，但是唯一美中不足的是给我一种宫斗的感觉（不过有些职场也确实如此）,4
这里的女孩个个都想往上爬，个个都把事业看得比男人更重要。,4
果然职场剧还是只能靠TVB,4
四星给佘诗曼，演技一流。牛逼,4
又搵到馬佘合作，馬明演傻子和奸人完全合适，為乜嘢之前冇發現李施嬅這麼美，晓欣故事真係看得我哭,4
节奏很快，剧情层层反转，几位女主都有自己的立场和性格特点，值得一看！,4
彩！真彩 本来觉得这个题材没啥看头 没想到挺精彩啊,4
还得是我TVB啊，内娱骂人是：没男人要！TVB：趁早找个男人嫁了吧！,4
一口气四集爽到爆，人物出场快，性格分明，剧情节奏快，除了个别的剧情有点浮夸，滤镜一点不tvb，可以说是很好看了，希望后面不要拉胯！！！,4
撕逼大战 三国大战 确实很精彩 经常有反转,4
这种争议性较强的都市剧果然还是tvb老演员才能hold得住，文慧心好飒，李施嬅好美，高海宁一如既往特别适合演“坏女人”，马国明居然演“坏人”！难得还没有感情线，就是纯纯的职场戏！,4
节奏轻快，虽然部分俗套，但胜在剧本新颖，在内地清一色爱情土壤中，绚烂绽放。干得漂亮。,4
阿佘飙戏好带感啊,4
追着不错👍🏻,4
佘诗曼可以,4
剧情有时候真的悬浮，但就是很带感啊，怎么办？而且太喜欢人人都有脑的剧了！以前对佘诗曼无感，这次演技圈粉了，微表情、表演细节都有，看得爽！,4
虽然后期有bug和抓马，但是剧情和演技仍然吊打内娱99.9.%的职场剧，隔壁“白先生”低龄智障到连名字都不想提。ps，阿佘和高海宁我好爱啊，拜托你们赶紧联手啊，就想看又聪明又靓的！,4
可以可以！不用倍速看！,4
ep13 前面还有新闻，后面都是内斗,4
目前来说很好看呀！希望不要烂尾！！！,4
好看抓马好看!,4
有点爽哈哈哈,4
"喜欢Cathy，聪明、知道自己要什么、会利用自己的优势、有胆量、能把握机会。
Cathy念新闻的台词功力比晓薇好几百倍。
tvb拍职业剧确实是天花板，不像内地编剧，一个个像没上过班似的。不过就是前后有点人物操守上的矛盾，前期man姐还在教george做事，说没确定的东西不能报，这是新闻的公信力。一转眼首富案的时候，自己就不管不顾抢先曝。有点前后矛盾，没立住。",4
佘诗曼太酷了！！噢噢睡完小帅哥就把人赶走hhhh,4
很燃，大部分剧情很真实（作为真实在港媒体搬过砖的前媒体人认证），新闻不是光靠热情就能做下去的，但是同样，没有热情也做不下去。,4
太抓马了，除了老板，每个打工人都好难，拼命上位拼命留下，是有多高工资啊,4
有以前港剧那味了，节奏快无注水。阿佘状态好好，好年轻啊，其他演员也不错，就是剧情不能深究，当爽剧看行了。,4
非常精彩的职场剧， 没有一个女演员是恋爱脑，就是要拼事业，太棒的价值观导向了，内娱赶紧学啊。,4
"看完14集，好喜欢许诗晴！人物立体起来了。///一口气看完了，真的好爽！
但从不同人的视角看的话，真的可以说全员恶人啊
其实里面最厉害的是张家妍吧，看似谁都不得罪，其实谁都得罪了，但是还是谁都想拉拢，继续稳坐自己的位置，话说现实里这种人能活着吗",4
太好看了,4
职场宫斗剧，节奏快，冲突足，观众的乳腺得到了极大的抚慰。阿佘carry全场，李施嬅的角色有点圣母，不喜欢。看来专业能力还是赢得人心的核心力量，期待不要烂。,4
"如果是从电视新闻职业角度看，那它基本上就是部“科幻片”——当然，可能香港电视新闻业就是这么玩，但我没见识。

但如果你把它当做一部“宫斗片”看，那它绝对及格，甚至有点精彩——所以，观看视角很重要；你希望从中看到些什么，更重要。",4
与同期同题材剧相比，剧情和演技确实亮眼，但是否过于权谋宫斗了些,4
这才叫职场剧，牛逼哄哄的，我看了一集就来打好评了。,4
新闻行业的办公室斗争典型剧。港剧风格，直接、快节奏、斗争低阶。,4
Tvb如今还能有这种创新型的剧本就很值得鼓励。,4
一晚上刷了四集，确实非常好看，但我的心情还挺复杂，一方面是很标准的戏剧，演员拍摄剧本没有一处低分，节奏非常好，信息释放节奏是专业级别，人物群像没有一个不精彩（做过剧本的都知道这太难了！）另一方面，这部剧构建出来的宫斗生态让人很是无奈，我们东亚人每天就活在这种如履薄冰的生态中，而这部剧目前看来态度和立场非常暧昧，它既没有明确高于这种社会达尔文主义的批判性立场，也不是说完全臣服于优胜劣汰，它只是展现，纯粹不带感情色彩地展现，至于你喜不喜欢这种窒息的职场环境，你以为你有的选择吗？那你就还是太天真了。一生东亚人，一生悲苦。,4
最近追的最上头的一部爽剧 剧情不拖沓 佘诗曼演技真的棒TVB剧果然还是要看他们才得劲，有几句台词我可太爱了 哈哈哈,4
最大赢家或是方太太🚬                             另，本剧不仅告诉大家职场大女人应该是什么样的，还映射了社会娱乐至死、初心难守更难得的现状。之前看国产剧觉得降智，看这个又觉得费脑，本🐱吃不了细糠，但还是很喜欢这种女人掌控一切的剧情😌,4
"开头略装逼，但问题不大！
一直到第八集都很好看。
第九集开始有些混乱，文慧心回归之后剧情走向开始变怪了，人物行为逻辑尤其是徐晓薇、飞爷等也变得奇怪，有些为了宫斗而宫斗，为了不断反转故意制造冲突的感觉。
但也还算能看。很久没有这样的剧了，四星支持。",4
不努力就回家结婚啊🤗,4
正正经经的职业剧就是这么好看，给内娱职业剧上课就是tvb的最好实力，佘诗曼演技已经进入化境，太精彩了,4
梁景仁真系垃圾人，阴谋诡计乜Q嘢。张家妍每一句话都掷地有声。真的是，有理想的小记者最容易被“做好新闻”这种话语愚弄着加班加点苦哈哈冒险倒贴钱，干着“老师们”不愿做的dirty work，一个个打电话跑现场突破，光辉的是那堂堂的主播大记者。刘艳这样因单纯而的stupid的不在少数，最厌恶冠冕堂皇的话，大家都是棋子而已。PS，张家妍的纯粹真的好帅。,4
阿佘气场太强大了！故事写得也不错，马明，李施嬅演技颜值都在线，整体可能未够高分，但情怀拉满,4
Tvb的职场剧大女主的核心依然是搞事业而不是谈恋爱，真好呀。,4
开分比我想象中要低很多 好在还在不断上涨 算是近年来追的最认真的TVB剧了 有悬疑有反转 虽然部分有逻辑bug 整体而言还是职场宫斗剧 我心目中最好的press剧可能还是皮诺曹 ps.公主治好了我的恋爱脑,4
一口气看了7集，节奏真好，比迷雾重职场，比我们与恶的距离重职场争斗，少了一些人性的深入刻画。但是这种一直强冲突的剧看起来真挺爽，同期播的也是记者的国产剧女主进去活不过第一集就被炒了吧,4
马国明为什么这么坏！！！,4
第一集节奏就很在线，搞事业battle太好看了！就喜欢有脑子的女主！,4
理解刻意设置的新闻情节😐就是有点用力过猛,4
感动，这剧除了晓薇没有女的真的在乎男人🥹看到第十集那帮恶臭男的报团开下三路玩笑为难女同事的场面真的典，跟现实一模一样,4
大家都喜欢文姐讨厌正派人物不正是说明了社会问题😼,4
看了《新闻女王》以后，我真看不了一点儿内地职场爱情剧😅,4
佘诗曼有一幕好有魅力 侧身用笔指着monitor对马明说 我告诉你什么叫直播wwww很爱这种drama,4
节奏是快的，事件是满的，人物是类型化的，台词也有金句，非常符合当下平台对剧集的要求。可是可是，我无法被代入，也不能感动。忍不住怀念早期的港台剧，鉴证实录，妙手仁心，以及金枝玉孽，那时候有情味在。,4
看之前：好羡慕，我也想当记者！看之后：和解了为什么我无法实现自己一直想当记者的梦想，这个剧情真的是反转又反转，看得我真的差点心脏骤停！！新闻工作者真的要有一颗强大的内心……,4
TVB终于又支楞起来了,4
光演技和敬业认真做功课程度，就不能给低分了吧…虽然是合拍，但这部我算不出戏了节奏也好，打低分的是内地剧惯性打低分了吗,4
虽然瑕疵不少，但还是香港职场剧会看啊,4
在TVB除了不断拍摄“老三样”职场剧的同时也在想着突破求新，将视角聚焦主角业务能力的时候，国内的职场剧却依旧停留在扮相耍帅，拽两句驴头不对马嘴的专业词汇上。披着职场剧的外壳骨子里却都是玛丽苏、杰克苏，台词矫情，烂梗堆砌。诚然这部剧也有港剧的通病，高人一等的优越感，布景太小……新人现在也是青黄不接。纵使最后烂尾也不能否定它对女主的塑造是成功的。也不知道这些老演员还能演多久。,4
TVB教做人,4
怎么说呢，TVB即便沉默几十年，再拿出来的作品也是可圈可点。虽然在剧情上有浮夸的地方，但故事和人物弧光都做得很好，文姐和佳妍有多圈粉已经不需要多说，甚至Cathy这个配角也是饱满生动。人设立意上最大胆的是把男性试图把控和玩弄权力的手段都拍了出来，其中玩心计搞小动作，比刻板印象里所谓喜欢互撕的女性来得下流肮脏得多。我相信女性本性并不喜欢互相倾轧施暴，只不过因为多年来男性占领着绝对资源，他们刻意让女性抢夺他们手中的有限资源，造成了所谓的多女争一夫的场景，进而演化出女性就是喜欢互撕的偏见，就如剧中的晓薇和Cathy，争佐治的床榻也不过是争他手里的主播资源。所以本剧不妖魔化女性这种因为有限资源而互相争夺的现实，也不矮化或圣化女性之间的互相帮助，真的很棒！这样塑造出来有血有肉的人物谁不爱呢？,4
人类一思考，上帝就发笑。,4
以前港剧的味道回来了三颗星 对比大陆的职业剧 靠对比加一颗星,4
阿佘的剧肯定要来看！节奏不错啊，多重反转，多转几转。唏嘘对新闻的热情和理想，现在新闻还是这样做的吗…,4
因为阿佘愿意给四星，大女主剧该有的内核，你无法理解人咬狗的世界，找个人嫁了吧！,4
每年惯例会看一部港剧 今年这部真的是大爽剧,4
还是tvb最会拍名场面,4
新闻宫斗大爽剧,4
比起职业剧更偏向于职场生态剧，优点和不足都很TVB。这几年难得同步追的港剧，希望不要烂尾，要不然我真的会创飞所有主创🙏🏻,4
节奏好好啊、喜欢看！被佘诗曼的气场折服，期待她干翻所有坏人,4
演员给力，剧情紧凑，感觉就是批了新闻的外壳讲宫心计。一集一个故事挺有看头，细节上还是会有点悬浮，比如记者孤身闯火场，真的就很扯啊！方太和man姐气场太强了，出场即亮点！开头还挺喜欢坚持初心的家妍，越往后越觉得用力过猛有点假。反而是许诗晴这个角色越看越饱满，能屈能伸有血有肉。晓薇的眼神太空太木了，目睹妹妹出事都挤不出一滴泪，无法共情。至于男演员…有谁是来做新闻的嘛？,4
“人咬狗的世界不适合你，找个男人嫁了吧”，嗯。。。很难想象国产剧同期有关记者的电视剧是以爱为营。。。,4
码住去看，最近的一些降智剧让我厌蠢症犯了,4
真实自信，佘姐演技真好,4
有点浮夸，但是确实精彩,4
"很久没看TVB了，最近被同期剧荼毒太深，正好看到宣传就看了看。没有恋爱脑这很好，拍的也挺不错的，起码没觉得编剧把人当傻子，导演也审美正常。但我还是要说不要买“骂人很高级”这种词条了，不觉得很高级，一个男人骂一个女人“找个男人嫁了吧”真的很歹毒！！非常歹毒！！当然，这个女配人设挨骂是活该，但这种骂人方法不高级，很侮辱女性。
最后，脸确实都有点垮。",4
新闻壳 宫斗核 题材最爱！,4
节奏好快，好喜欢！！！！,4
感觉我在这公司实习期都过不了 太恐怖了,4
节奏很快不拖沓，看的是粤语版，感觉台词更霸气一些。,4
节奏很快很好，两天就看完了。男的不是搞权斗办公室政治就是做鸭，只有女的在认真工作🥲,4
在港片显得有点没落的近代，这个剧出来得有点显得以正视听,4
看到有人不理解Cathy的动机是父亲，忽然意识到世界的参差...原生家庭对人的影响是一辈子的...我朋友就是跌跌撞撞读完博士酒后吐真言哭着说其实完全不喜欢只是为了向父亲证明自己...,4
其实某些情节还是挺悬浮的，TVB早已日渐式微，不过在职业剧范畴里，其节奏感和讲故事的能力甩内陆剧一条街还是不成问题的。高Ling越来越Charming，谭生这次也不招人烦了。,4
TVB骂人 找个人嫁了吧,4
TVB拍这种职场剧真的牛，佘诗曼也演的好，气场强大！,4
全员恶人好刺激，除了有些地方感觉删减太多不是很连贯,4
现代宫斗剧 挺有意思,4
真的好看 好霸气,4
tvb虽然比不过二十年前的自己，但吊打其他打着职场女强人的娇妻剧那是绰绰有余。,4
8。演员张力可以，剧情经不起推敲。记者能比警车先到事故现场嘛？记者进火灾现场也能绕过警察消防？但总的来说，以新闻为名，权斗为实，前13集不错。,4
"看了几集，发现这是部神剧： 
既狗血爽剧，但又非常现实，有新闻理想，又能让你学到实操的东西……
建议所有做内容行业的人，或者想在职场里生存到最后一集的人，都去看一下。",4
阿蛇的演技确实很在线。喜欢没有年龄焦虑的女性剧。隔壁的高山对比之下好矮小。不过“借鉴”美剧newsroom的痕迹还挺明显的。,4
我真的很多年没看港台了，不是没有槽点而是全靠同行衬托，千万别烂尾,4
文姐真的是我唯一的姐！好绝，职场戏每个人都几百个心眼子，我这种头脑简单的好难跟上他们🤦‍♀️,4
其实美剧 新闻编辑室是新闻第一次触动我 这部片子也行 不过权斗太多了 希望后面讲更多新闻人的坚守,4
节奏很快，剪辑优秀，偶尔挺辱女的部分但也算真实，没想到职场这么勾心斗角啊，刺激，相比起来其他国产剧就像过家家。吻戏什么的其实可以略过。女主好美好飒！气场好强！演技好牛！戏眼所在。一举一动都是新闻女王本王。,4
港港更健康,4
真的很爽,4
看一分钟就会被吸引的剧情节奏，的确非常成熟,4
哈哈，找个男人嫁了吧！,4
tvb内部取材（doge）,4
期待,4
是近几年难得一见的港剧,4
"3.5分有点低，4分觉得略高。
但跟国产的职场剧一对比，优势又不是一星半点。总的来说，及格线上，且部分人物塑造和台词处理都是比较优秀的。但新闻案件有些不够真实。但作为影视作品可以理解。重点夸夸阿佘，真的把Man这个人物拿捏得很好，李诗华的角色也是一个亮点。反而男性角色比较缺少惊喜，私以为换成林峰或者郭晋安来代替马国明会更好。


最大的扣分点是在于节奏虽快，紧凑明了。但对于人物的多面性塑造还是稍显乏力了。另外新闻案件的角度点虽然都是很独特和发人深省的，但有些脱离现实，对于一些新闻从业者来说，可能会有割裂感。

最大的亮点在于每集片头的引言都是跟剧情相关，且带有深意，看得出来整个主创团队对于新闻行业的影视剧的用心程度。作为瑕不掩瑜的一部国剧还是值得推荐的！",4
先看看，佘诗曼人设不错，不是傻白甜也不是光伟正这种固定的主角形象,4
都说文姐凶，只看利益，可是在职场这种有真本事、惜才、关怀女下属的女领导真的很罕见。。。,4
好看，新闻女王这个名字取得非常好，终于有部职场剧能认认真真拍职场剧了，国内的编剧应该向港剧学习，要拍就认认真真讲述一个行业，不要再披着职场剧的外衣讲述出轨、小三这类剧情。另外佘诗曼演技很不错。,4
佘诗曼太强,4
目前4星，太太太太太好看了！女主能力一级棒，在道德与职业能力上的尺度拿捏的巨好！让人感叹太厉害的同时却完全不反感的功利性操作。每个人物都很有高光，少说教多做事勾心斗角职场戏，多少年港剧都不出一个了！！！（除了偶尔人物出场慢镜头外高潮迭起的剧情，角色饱满不啰嗦，什么是职场剧，什么是女性职场剧，都给我去看！歇歇！）,4
其实后期就没那么好看了，后期就跟做新闻没什么关系了，纯纯的斗了… …//我已经不记得上次无加速，无速食，无背景音 看完一集影视是什么时候了,4
从记者进入火灾现场开始觉得扯，不过不抓马不是tvb.,4
其实，演得有点浮夸，但实实在在的职场剧，还是吊打大部分内陆剧的，唉,4
爽！,4
好看,4
豆瓣你有点意思哦，明明优酷可以看，你还不显示出来，呵呵😒，表面上显示出来，结果根本打不开，让人以为不能看，呵呵，结果我自己去优酷找，能看到。,4
好久没看港剧，不赖,4
前三集看下来 好看 一秒都没快进 没啥废话 女性就得搞事业！,4
扣一星是给剪辑跟一些bug+开头的公交翻车事件。剩下的就是tvb拿手剧。带感。,4
man姐教你如何做姐,4
小薇知道自己真相暴露（或者称 “文姐已知晓” ）后产生的胃痉挛，是该剧对人的生理反应描写最深刻的一幕。,4
内娱职场剧编剧导演，找个男人嫁了吧,4
虽然换汤不换料还是宫斗那一套，但是剧是真现代啊，思想有进步，不像某些剧都2023年了还在搞雌竞那那些，谁在乎啊，家妍说要多爱自己！,4
就凭man姐每次都是靠自己hold住局面和自己想办法翻盘，比大陆剧好了就不止一星半点。,4
电视剧里大家都是疯批，打份工真的又疯又卷。,4
"3.5 优缺点都挺明显的，缺点是太多慢镜头，直播互相抢话过于浮夸，刘艳的设定是一张白纸啊，我觉得最正的程度就是张家妍的程度了，指针不能再向左了。
优点是女性视角，一针见血的金句，职场爽文。
——————
弃啦，政治斗争看得太累了",4
hk记者果然跑的比谁都快,4
TVB难得一见出了部还算能看的剧，又是擅长的职场剧，但实质却是宫斗片，抄袭美版《新闻编辑室》也同时自黑了一把,4
这里只有文慧心一个真正有实力的打工人，晓薇有能力，有文慧心的压力指导是非常好的，她自己是没有坚定的工作方向的，诗晴就能力太差了，不入流，和他的领导一样……不值得一提，家妍和刘艳是一群人，有职业素养，但是在职场也会拎不清玩不转，有时候也有点圣母婊……,4
这个节奏这个演技真的太给力了！,4
香港记者跑得是真快啊！,4
"终于追平了，其实算职场宫斗剧就还行。只是一报新闻会有各种用力过猛不真实的感觉。而且新闻娱乐化看着也不像正经电视传媒。不过看到现在发现那个性感主播长得像美妆蛋反而，终于get了她办事的能力和魄力。张嘉妍是个有精神洁癖的道德主义者，只是大家追求的是双赢的局面，她报新闻的角度是两败俱伤。文姐留晓薇在身边真的看不出有什么用欧买噶，即使手握把柄可以拿捏，她又不忠能力也有限不如栽培别人啦。佐治真的海王也就算了，全心全意搞内斗，斗的都要出播放事故了，其实他才是最不顾大局的人。
这公司怎么人人都那么有事业心，看不懂她们穿的衣服牌子，可能不是那么拼命排场都撑不起来吧……",4
节奏不错,4
好看 爱看哈哈哈哈哈哈哈,4
魔剧，看得停不下来…,4
剧情台词演技真的不错，滤镜大了一点，值得一看,4
不错，节奏感很强,4
职场斗争还挺有意思，节奏很快，但是又不是高层 为了那么点工资真不至于吧,4
新闻宫心计，感觉有点走偏了，虽然大家爱看宫心计，也知道每个职业都有这种情况，但是极度放大和夸张山头斗争，将新闻的初衷都给忽略了,4
风格利落，职场女性爽剧~不到最后谁是恶人亦或有谁不是？,4
剧情的确还是挺紧凑的，就是觉得为什么里面的人物总要有一些苦情的家庭环境，从而导致某些特殊性格呢？难道狗血是绕不开的话题吗？,4
挺好,4
开头和新闻编辑室几乎一样，,4
人类一思考，上帝就发笑🤔,4
爽剧大女主,4
高开低走，后面越来越扯淡……为man姐加一星,4
太精彩了！一刻不停！足够专业，分分钟抓住眼球,4
一天不看Man姐放狠话就浑身难受,4
节奏感拉满 演员演技好 话题度高 哇 港剧年底杀了一匹黑马出来,4
"飞爷才是最爽的，喝喝奶茶，看两个下属鹬蚌相争，坐收渔翁之利，体会到皇帝的感受。
“让我再教你一次，什么叫做直播”man姐这里太帅了。有本事的人，哪里都是舞台。佘诗曼好像都不会老。
方太就像笑面虎。Cathy想每日播新闻的理由太蹩脚了。",4
1.👖终于压对宝了2.剧情每天都有反转，预言下哪集来个后真相的开篇语3.新传考研学子考完后可以长尾营销一波,4
阿佘气场足足的，剧情整体还不错，群像也比较成功～高海宁人设演技都不错诶,4
好看,4
骂得不要太脏,4
全靠内地剧衬托，btw余诗曼来内地只能演疯癫的后宫剧，还是一国两制吧。,4
好久没看tvb了，贼上头。职场宫斗好刺激，庆幸自己还没入职场，因为现实只会更刺激。单从剧里面看好喜欢家妍和她的小跟班，虽然女主也很帅～男主眼熟，上一次看他还是冲上云霄，哈哈哈没认出来。不过为啥过了十年高海宁还在演花瓶，啊不这次花瓶还是有点脑子，以及背叛什么的好恶心💩,4
一口气追了12集，前面真是边看边吐槽，追着追着居然有点上头，能看,4
真的不错👌,4
挺爽 剧情还是挺爽,4
佘诗曼真的帅！全员搞事业真的看得我通体舒畅！职场剧至少要按这个标准来写好吗？内娱最缺的不是好演员是好编剧！感觉现在内娱写剧本的10个有9个脑干缺失，逻辑全无。剧本从根里就烂，奥斯卡影帝影后来演拍出来的依旧是垃圾。,4
前面8集都很好，剧情紧凑、冲突不断、各色人物的对立尖锐抓人，让人看得欲罢不能；后面就越来越狗血，类似的矛盾冲突重复太多让人很快就审美疲劳。不是细水长流的风格，这种第一集就进入高潮的强度的剧情，不要超过8集的长度最合适,4
多出一点女角色出彩的电视剧吧,4
职场大女人帅晕我了,4
好一部酣畅淋漓的职场剧。,4
TVB经典高开低走，开头几集很不错，剧情虽有瑕疵但是叙事节奏很好，十几集专心内斗不做新闻就逐渐乏味了。,4
虽然不比以前的港剧，但TVB怼人还是那么歹毒:“找个男人嫁了吧”😏和最近的很多剧集相比，算不错了（全靠同行对比），虽然也有不足。三星给TVB，另外一星给佘诗曼,4
诚如其名。剧中对女性角色的刻画比男性丰满立体得多。,4
女人在职场上真的太难了 男人就是这样永远排挤女人,4
解压ing。,4
精彩。,4
小毛病有，但掩盖不住这剧的泼辣和爽快。毕竟有野心有手段想搞事业的女人换个地方只能当反派。,4
女人在职场上真的太难了 男人就是这样永远排挤女人,4
不要烂尾不要烂尾不要烂尾不要大团圆不要大团圆不要大团圆。ps大陆以外的地区记者和新闻主播都这么厉害的吗，13集为止的几个案子都是靠snk解决的，有点厉害啊。,4
"1，文姐懂米兰昆德拉。一个是她教育下属时引用此人名言“人类一思考，上帝就发笑”，一个是她从不让小鲜肉在家里留宿。至于为什么，必须去阅读米兰昆德拉，了解萨宾娜不允许情人留宿的理由。反正编剧挺懂。
2，文姐懂男人。参加男高管的高尔夫局时，需要两个话题：高尔夫和手表。其中一个嘲讽她只配戴时装表。文姐戴的是卡地亚。这说明嘲讽她的是个没文化的蠢货。
3，文姐懂手表。文姐人生有两个时期，当她还是年轻记者，报道贼王事件时，佩戴劳力士铝圈绿水鬼，那时陶瓷圈还没问世，她是真懂，不是假懂。成为女王后，她更多佩戴卡地亚山度士，坦克…什么人会喜欢卡地亚？比如，传奇记者杜鲁门卡波特。
4，文姐对手梁景仁佩戴百年灵航空计时表。搞笑的是，文姐和人谈论手表品味，也是在百年灵的店里。不是说百年灵不好，这表挺好，懂的都懂。",4
真正stay hungry的是我们Cathy姐，但是女王永远是我们的men姐！（乜啊！徐艳搞什么鬼啊！扣分扣分！扣一粒星）,4
全员恶人真是爽飞了，突然跳出个笨蛋是真心的，啊这😅,4
近两年我看过的港剧最佳了,4
无功无过,4
货比货得捡,4
二十一世纪最歹毒的骂人方式：趁早找个男人嫁了吧,5
女人在认真做新闻，男人办公室政治靠做鸭,5
可以说是近年来港剧的天花板了。开头非常吸引人。题材也非常的新颖。佘诗曼演技爆棚，女强人的形象太有魅力了。,5
"内地电视剧骂人：你活该没人要！
TVB电视剧骂人：找个男人嫁了吧。",5
节奏很快，剧情张力很足。女性角色们都是活的，有野心有欲望的。man姐carry全场，多加一颗星。,5
看到了黄金时代TVB的影子，连刷五集，好看！,5
"很好看啊！男主说女配不聪明的理由是，她的香水和女主一样，但她自己不知道避忌，也没人提醒她，说明她没有女人的直觉，也没有女人的人缘。
我竟然觉得分析得一针见血。新闻行业的节奏比我们这种快多了，我觉得节奏挺好的一部剧，佘诗曼的演技就是保障。",5
很好看啊，但希望后面不要为了捧新人没有主角戏份,5
终于有人像写男人一样写一个女人，她费尽心思，她不择手段，她争强好胜，她一点点都输不得，她利益熏心，她爱一个男人，但和另外一个男人上床。而编剧也没有审判这样的女人，她会有低谷，但是她总是爬得起来，她有理想，她也有柔情。我只祝她想要的都得到。,5
TVB 的价值观和精神状态现在还是遥遥领先我们好多年啊,5
陆剧用了四十年，到头来还是不如tvb。,5
第六集看完。我只想说起起承转合比我这一年看的电视剧还要精彩，好剧能不能给我再多一点,5
佘诗曼😍😍😍,5
还得是TVB当然编剧，节奏紧凑，“山头文化”体现得淋漓尽致，人物鲜明，“你连狗咬人的世界都不知，人咬狗的世界不适合你，找个男人嫁了吧”佐治这句话骂得好脏，笑死了哈哈哈,5
为了鼓励，多给一星，我喜欢女人不需要任何理由就展现出自己的欲望和攻击性的样子，有人骂你野心勃勃，有人爱你灵魂有火。,5
三分给演员们的演技，一分给TVB，一分给与之对比的内娱傻白甜玛丽苏偶像剧🤣,5
学新闻的被郑书意气死后在这找到了些许专业，虽然还是有些部分夸张或不严谨了，但至少让人向往这份职业。,5
如果是英美剧我还会讲缺点一二三，但是中国人自己的戏这样，五星吧，说太多没意义,5
佘诗曼的演技从来没让人失望！剧本给力反转又反转！,5
好多年没见这么好看的港剧,5
好看疯了，好久没有这么有思想的剧了，包括港剧，阿佘还是会选剧本的，李施嬅我也好喜欢，演技都好好。,5
俾足五粒星！很久未见到TVB气韵这么足的剧了。一口气追平八集还想往下看。一言以蔽之：时装宫斗剧！！里面没有完美的好人。可以说是全员恶人。套用WB的话来说，内娱骂人：你活该没人要，TVB骂人：找个男人嫁了吧。---真牛哇。听说还影射TVB。。。典型的，我自己挖我自己的素材骂我自己。。。,5
为佘诗曼打call，台词演技依旧是tvb视后天花板！,5
比某爱为营的娇妻剧好多了，爱看这种大女主剧,5
好久没看到佘诗曼的女主剧了,5
“你问我？我做新闻嘅喔，对GDP边有贡献啊？”一句话令人醒嗮。看完8集，不断感慨，TVB太强了，哪里退步了？依然在吊打内娱。,5
只能说牛逼。港剧编剧功力在矛盾冲突惊心动魄方面，全世界独一份儿。,5
很喜欢剧情的紧凑感和演员的表演，剧中的女主播女记者们都很有目标和干劲，作为女观众看得热血沸腾了。目前唯一缺点是优酷的发白滤镜影响画面质感。,5
今年老佘能拿视后吧？,5
想想我身边好多30多事业出色却因为单身被人指指点点没有用的烂环境，也要给这个剧五星，多少年了，大清都亡了，大陆剧的所谓大女主剧还是在一天天地怎么挑男人选老公，被tvb甩一百条街是应该的,5
tvb你能不能教教大陆点拍影视啊！你拍女性纯职业斗争时大陆还在拍张校长为亡夫为爱情办学啊！,5
阿佘帅我一脸！男人要么垫脚石要么绊脚石，而我永远要发光！,5
有一点我很喜欢，就是没有去解释女主为什么想要成为新闻女王，没有给她安上一个凄惨原生家庭，也没有编排被男人伤害后黑化的桥段，她就是想要成为最牛的那一个，不需要跟观众解释野心形成的原因，毕竟这又没有错。这很好，捍卫职场女性牛逼自由。,5
保持目前的状态下去，就是好片！5分先奉上，佘诗曼气场真强大！不在意细节，不在意逻辑，看着爽就好。,5
终于集中火力整了点好的,5
可以看得剧，但是经不起推敲，比如陈敏之伪造受伤一事，光看视频拍摄的角度，就能判断是当时站在对面的小薇，文姐那么聪明，不可能想不到；演员都发挥正常，值得看看,5
看得第一部港剧《澳门街》，上次追的港剧《使徒行者》此时此刻在追《新闻女王》😅😅佘诗曼牛逼。,5
有一说一，年度爽剧天花板，钮钴禄·tvb它回来了！！！！,5
目前真的很好看，敢拍，很喜欢那句：东抄西抄喽。很多带标的自媒体惯会抄袭操作，我长期手这困扰，可惜我不够火，甚至都没办法维权,5
看了6集，TVB回来了啊～剧情紧凑，戏剧冲突拉满，各个人物性格鲜明，对手戏也都很精彩，期待高开高走,5
2023年度最佳港剧，没有之一，在整理台词中,5
"先给个五星支持一下

吸引我的点  一是传媒题材
二是  剧里有多样多彩的女性角色  各有各的迷人 
个人最喜欢张家妍   很显然 她是文姐的前身

一条线讲公司内斗 很喜欢从上到下 各个级别都有的生态圈  从方太到 实习生  呈现出一个完整的金字塔

中层作为主力  涉及到经典对抗   实力派vs关系派

第2条线  讨论专业话题  包括  媒体道德  职业操守  新闻娱乐化  这部分都很干货

第3条线  涉及女性话题  女性在职场中的诸多困境  玻璃天花板  职场性骚扰  事业与家庭冲突

剧情好刺激 环环相扣 一集接着一集  完全停不下来
直到第14 15  突然泄掉……  希望后面不要掉链子

台词写的真好  直白  清晰  有很多形象的比喻

好像是我第1次这么认真的看港剧",5
虽然还是有戏剧夸张的成分吧，但真的好看，尤其最近被烂剧轰炸后，这剧看得真的太快乐了！剧情一点不拖沓，台词没有废话，所有女性角色都有能力有野心，勾心斗角是为了事业而不是为了臭男人。女主跟小情人事后冷静地让他十一点之前离开，女二在男朋友问她“工作重要还是我重 要”时头也不回地跑去公司。爽，太爽了！,5
狗咬人你都理解不了，人咬狗的世界不适合你，找个男人嫁了吧！这精神状态领先大陆部分剧好多年啊，真的不想在看霸道总裁爱上离婚带娃的我。,5
